,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
القائمة الرئيسية   Main List,,,,,,,,,,,,,,,,,,,,,,,القطاع الخارجي       External Sector,,القائمة الرئيسية   Main List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,القطاع الخارجي       External Sector,,القائمة الرئيسية   Main List,,,,,,,,,,القطاع الخارجي       External Sector,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 1: Balance of Payments,,,,,,,,,,,,,,,,,,,,,,,جدول 1: ميـزان المدفـوعــات,,Contd. 4 table 1: Balance of Payments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تابع 4 جدول 1: ميـزان المدفـوعــات,,Contd.4 Table 1: Balance of Payments,,,,,,,,,,تابع 4 جدول 1: ميـزان المدفـوعــات,,,,,,,,,,,,,,,,,,,,,
(Million ﷼),,,,,,,,,,,,,,,,,,,,,,,(مليون ﷼),,(Million ﷼),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(مليون ﷼),,(Million ﷼),,,,,,,,,,(مليون ﷼),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2005-12-01T00:00:00,2006-12-31T00:00:00,2007-12-31T00:00:00,2008-12-31T00:00:00,2009-12-31T00:00:00,2010-12-31T00:00:00,2011-12-31T00:00:00,2012-12-31T00:00:00,2013-12-31T00:00:00,2014-12-31T00:00:00,2015-12-31T00:00:00,2016-12-31T00:00:00,2017-12-31T00:00:00,2018-12-31T00:00:00,2019-12-31T00:00:00,2020-12-31T00:00:00,2021-12-31T00:00:00,2022-12-31T00:00:00,2023-12-31T00:00:00,2024-12-31T00:00:00,2025-12-31T00:00:00,,,,,Q1 2006,Q2 2006,Q3 2006,Q4 2006,Q1 2007,Q2 2007,Q3 2007,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023,Q4 2023,,,,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Q1 2025,Q2 2025,Q3 2025,Q4 2025,,,,,,,,,,,,,,,,,,,,,,,
1.C.1 General government,-2930,-4379.524875,-3656.2104999999997,-6824.344999999999,-7195.265,-6211.549999999999,-6107.6375,-6635.85,-6987.6,-10134.1875,-24506.1,-18248.7,-9635.658,-29365.620000000003,-22578.91,-10199,-16115,-9495.315999999999,-36476.14290749999,-14945.3341003645,-14977.31972101447,,1.ج.1 الحكومة العامة,,1.C.1 General government,-617.6115,-788.002875,-1444.03875,-1529.87175,-558,-930.64675,-978.9725,-1188.59125,-2217.985,-1734.15,-1691.855,-1180.355,-1554.52,-2236.355,-1956.515,-1447.875,-1223.45,-1831.5,-1485.2,-1671.4,-945.4,-1429.4875,-2103.2,-1629.55,-1609.3,-1901.25,-1684.9,-1440.4,-1494.75,-1728.4,-1753.3,-2011.15,-3196.125,-1474.6875,-2643.75,-2819.625,-9980.8,-3426.9,-1318.9,-9779.5,-7851.8,-2424.9,-1309.9,-6662.1,-2093.4,-3187,-2153.158,-2202.1,-6956,-6786.81,-6906,-8716.81,-6342.5,-7315.21,-4806,-4115.2,-1940,-2145,-2954,-3160,-3857,-4007,-4082,-4169,-1909.1785,-2392.6655,-2200.922,-2992.55,-4888.01380807016,-14282.319771763,-6731.57683935578,-10574.23248831105,1.ج.1 الحكومة العامة,,1.C.1 General government,-4234.80117162686,-3630.65995396827,-3555.57747452216,-3524.29550024721,-4224.04114591573,-3156.33531221397,-3627.88111712002,-3969.06214576475,,1.ج.1 الحكومة العامة,,,,,,,,,,,,,,,,,,,,,
Credit,,,,,,,,,,,,,,,,,,,,,,,دائــن,,Credit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,دائــن,,Credit,,,,,,,,,,دائــن,,,,,,,,,,,,,,,,,,,,,
Debit,2930,4379.524875,3656.2104999999997,6824.344999999999,7195.265,6211.549999999999,6107.6375,6635.85,6987.6,10134.1875,24506.1,18248.7,9635.658,29365.620000000003,22578.91,10199,16115,9495.315999999999,36476.14290749999,14945.3341003645,14977.31972101447,,مديـن,,Debit,617.6115,788.002875,1444.03875,1529.87175,558,930.64675,978.9725,1188.59125,2217.985,1734.15,1691.855,1180.355,1554.52,2236.355,1956.515,1447.875,1223.45,1831.5,1485.2,1671.4,945.4,1429.4875,2103.2,1629.55,1609.3,1901.25,1684.9,1440.4,1494.75,1728.4,1753.3,2011.15,3196.125,1474.6875,2643.75,2819.625,9980.8,3426.9,1318.9,9779.5,7851.8,2424.9,1309.9,6662.1,2093.4,3187,2153.158,2202.1,6956,6786.81,6906,8716.81,6342.5,7315.21,4806,4115.2,1940,2145,2954,3160,3857,4007,4082,4169,1909.1785,2392.6655,2200.922,2992.55,4888.01380807016,14282.319771763,6731.57683935578,10574.23248831105,مديـن,,Debit,4234.80117162686,3630.65995396827,3555.57747452216,3524.29550024721,4224.04114591573,3156.33531221397,3627.88111712002,3969.06214576475,,مديـن,,,,,,,,,,,,,,,,,,,,,
"1.C.2 Financial corporations, nonfinancial corporations, households, and NPISHs",-52444,-58464,-60213,-79469.602,-96576.9,-98491.77,-104089.095,-107507.65,-127522.45000000001,-135118.275,-143144.95500000002,-140449.653,-133806.50620000003,-124632.74423305,-114628.607,-130151.75298006799,-149497.46515275302,-162098.16701398825,-156268.13954520566,-190181.78623030902,-230883.97398449507,,1.ج.2 الشركات المالية والشركات غير المالية والأسر المعيشية والمؤسسات الغير هادفة للربح,,"1.C.2 Financial corporations, nonfinancial corporations, households, and NPISHs",-13758,-15459,-14515,-14732,-12734,-16394,-17323,-13762,-17668.3,-19655.202,-22069.8,-20076.3,-23783.7,-24189,-23066.6,-25537.6,-24242.94,-23694.5,-22878.11,-27676.22,-24648.415,-27267.45,-25417.045,-26756.185,-26542.7,-28989.775,-25021.075,-26954.1,-28527.075,-33744.275,-33948.55,-31302.55,-33876.475,-33796.975,-34011.8,-33433.025,-37111.57500000001,-36415.72,-34299.484999999986,-35318.175,-34474.814999999995,-38484.108,-31702.145,-35788.58500000001,-34294.13000000001,-33743.445,-31370.195,-34398.73620000001,-32473.945616714,-32318.969916336,-30130.9447,-29708.884,-28695.899999999998,-27338.315,-29196.633,-29397.759000000002,-30323.63,-30248.349,-34412.595,-35167.178980068,-34832.53928176701,-37655.498382986,-38147.360488,-38862.067,-39942.112726297004,-40674.83340330362,-41024.21886118666,-40457.00202320094,-39281.601723458436,-40236.204426358854,-37284.25854229118,-39466.07485309719,1.ج.2 الشركات المالية والشركات غير المالية والأسر المعيشية والمؤسسات الغير هادفة للربح,,"1.C.2 Financial corporations, nonfinancial corporations, households, and NPISHs",-42828.6842318032,-49197.15896961565,-46956.182731138964,-51199.760297751214,-53966.525729584195,-54919.40872469726,-60337.56590199218,-61660.47362822142,,1.ج.2 الشركات المالية والشركات غير المالية والأسر المعيشية والمؤسسات الغير هادفة للربح,,,,,,,,,,,,,,,,,,,,,
1.C.2.1 Personal transfers ,-51395,-57294.72,-59008.420000000006,-78545.6,-96328.5,-98172.77,-103484.97,-107335.15,-127767.70000000001,-134994.9,-141784.63,-138745.678,-132518.1062,-123636.61923305,-113573.03199999999,-128768.42798006801,-149299.84015275302,-145562.96146896025,-142710.33257857978,-171309.2092348914,-217410.90156505915,,1.ج.1.2 التحويلات الشخصية,,1.C.2.1 Personal transfers ,-13482.84,-15149.82,-14224.7,-14437.36,-12479,-16066.12,-16976.54,-13486.76,-17583.3,-19270.2,-21806.8,-19885.3,-23771.3,-24091,-23016.6,-25449.6,-24138.94,-23676.5,-22748.11,-27609.22,-24387.04,-26828.7,-25547.17,-26722.06,-26797.7,-28814.65,-24981.7,-26741.1,-28871.7,-33673.4,-33929.8,-31292.8,-33861.1,-33721.6,-33987.8,-33424.4,-36833.85000000001,-36231.22,-34130.75999999999,-34588.8,-34253.965,-38101.283,-31258.22,-35132.21000000001,-34143.65500000001,-33251.82,-31128.02,-33994.61120000001,-32130.445616714,-32127.719916336,-29872.4447,-29506.009,-28441.35,-27106.94,-28857.133,-29167.609,-30094.83,-29912.224,-34026.82,-34734.553980068,-34801.41428176701,-37574.123382986,-38048.360488,-38875.942,-38827.304444027,-38277.03436485563,-34419.87930437666,-34038.74335570094,-34105.39126419659,-36265.83491755337,-35059.88185247546,-37279.22454435436,1.ج.1.2 التحويلات الشخصية,,1.C.2.1 Personal transfers ,-35877.40818174837,-43425.99505440307,-43614.28532341345,-48391.52067532652,-50683.16624372802,-51971.40985860573,-56718.65919267089,-58037.66627005449,,1.ج.1.2 التحويلات الشخصية,,,,,,,,,,,,,,,,,,,,,
Credit,,,,,,,,,,,,,,,,,,,,,,,دائــن,,Credit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,دائــن,,Credit,,,,,,,,,,دائــن,,,,,,,,,,,,,,,,,,,,,
Debit,51395,57294.72,59008.420000000006,78545.6,96328.5,98172.77,103484.97,107335.15,127767.70000000001,134994.9,141784.63,138745.678,132518.1062,123636.61923305,113573.03199999999,128768.42798006801,149299.84015275302,145562.96146896025,142710.33257857978,171309.2092348914,217410.90156505915,,مديـن,,Debit,13482.84,15149.82,14224.7,14437.36,12479,16066.12,16976.54,13486.76,17583.3,19270.2,21806.8,19885.3,23771.3,24091,23016.6,25449.6,24138.94,23676.5,22748.11,27609.22,24387.04,26828.7,25547.17,26722.06,26797.7,28814.65,24981.7,26741.1,28871.7,33673.4,33929.8,31292.8,33861.1,33721.6,33987.8,33424.4,36833.85000000001,36231.22,34130.75999999999,34588.8,34253.965,38101.283,31258.22,35132.21000000001,34143.65500000001,33251.82,31128.02,33994.61120000001,32130.445616714,32127.719916336,29872.4447,29506.009,28441.35,27106.94,28857.133,29167.609,30094.83,29912.224,34026.82,34734.553980068,34801.41428176701,37574.123382986,38048.360488,38875.942,38827.304444027,38277.03436485563,34419.87930437666,34038.74335570094,34105.39126419659,36265.83491755337,35059.88185247546,37279.22454435436,مديـن,,Debit,35877.40818174837,43425.99505440307,43614.28532341345,48391.52067532652,50683.16624372802,51971.40985860573,56718.65919267089,58037.66627005449,,مديـن,,,,,,,,,,,,,,,,,,,,,
Of which: 1.C.2.1.1 Workers’ remittances,51395,57294.72,59008.420000000006,78545.6,96328.5,98172.77,103484.97,107335.15,127767.70000000001,134994.9,141784.63,138745.678,132518.1062,123636.61923305,113573.03199999999,128768.42798006801,149299.84015275302,145562.96146896025,142710.33257857978,171309.2092348914,217410.90156505915,,ومنها 1.ج.1.1.2 تحويلات العاملين,,Of which: 1.C.2.1.1 Workers’ remittances,13482.84,15149.82,14224.7,14437.36,12479,16066.12,16976.54,13486.76,17583.3,19270.2,21806.8,19885.3,23771.3,24091,23016.6,25449.6,24138.94,23676.5,22748.11,27609.22,24387.04,26828.7,25547.17,26722.06,26797.7,28814.65,24981.7,26741.1,28871.7,33673.4,33929.8,31292.8,33861.1,33721.6,33987.8,33424.4,36833.85000000001,36231.22,34130.75999999999,34588.8,34253.965,38101.283,31258.22,35132.21000000001,34143.65500000001,33251.82,31128.02,33994.61120000001,32130.445616714,32127.719916336,29872.4447,29506.009,28441.35,27106.94,28857.133,29167.609,30094.83,29912.224,34026.82,34734.553980068,34801.41428176701,37574.123382986,38048.360488,38875.942,38827.304444027,38277.03436485563,34419.87930437666,34038.74335570094,34105.39126419659,36265.83491755337,35059.88185247546,37279.22454435436,ومنها 1.ج.1.1.2 تحويلات العاملين,,Of which: 1.C.2.1.1 Workers’ remittances,35877.40818174837,43425.99505440307,43614.28532341345,48391.52067532652,50683.16624372802,51971.40985860573,56718.65919267089,58037.66627005449,,ومنها 1.ج.1.1.2 تحويلات العاملين,,,,,,,,,,,,,,,,,,,,,
1.C.2.2 Other current transfers,-1049,-1169.2800000000002,-1204.58,-924.002,-248.4,-319,-604.125,-172.5,245.25,-123.375,-1360.325,-1703.975,-1288.4,-996.125,-1055.575,-1383.3249999999998,-197.625,-16535.205545027988,-13557.806966625878,-18872.57699541761,-13473.072419435932,,1.ج.2.2 التحويلات الجارية الأخرى ,,1.C.2.2 Other current transfers,-275.16,-309.18,-290.3,-294.64,-255,-327.88,-346.46,-275.24,-85,-385.002,-263,-191,-12.4,-98,-50,-88,-104,-18,-130,-67,-261.375,-438.75,130.125,-34.125,255,-175.125,-39.375,-213,344.625,-70.875,-18.75,-9.75,-15.375,-75.375,-24,-8.625,-277.725,-184.5,-168.725,-729.375,-220.85,-382.825,-443.925,-656.375,-150.475,-491.625,-242.175,-404.125,-343.5,-191.25,-258.5,-202.875,-254.55,-231.375,-339.5,-230.15,-228.8,-336.125,-385.775,-432.625,-31.125,-81.375,-99,13.875,-1114.80828227,-2397.79903844799,-6604.33955681,-6418.2586675,-5176.21045926185,-3970.36950880548,-2224.37668981572,-2186.85030874283,1.ج.2.2 التحويلات الجارية الأخرى ,,1.C.2.2 Other current transfers,-6951.27605005483,-5771.16391521258,-3341.89740772551,-2808.23962242469,-3283.35948585618,-2947.99886609153,-3618.90670932129,-3622.80735816693,,1.ج.2.2 التحويلات الجارية الأخرى ,,,,,,,,,,,,,,,,,,,,,
Credit,,,,,,,130.125,265.5,349.875,,,,,,,,,,,,,,دائــن,,Credit,,,,,,,,,,,,,,,,,,,,,,,130.125,0,265.5,0,0,0,349.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,دائــن,,Credit,,,,,,,,,,دائــن,,,,,,,,,,,,,,,,,,,,,
Debit,1049,1169.2800000000002,1204.58,924.002,248.4,319,734.25,438,104.625,123.375,1360.325,1703.975,1288.4,996.125,1055.575,1383.3249999999998,197.625,16535.205545027988,13557.806966625878,18872.57699541761,13473.072419435932,,مديـن,,Debit,275.16,309.18,290.3,294.64,255,327.88,346.46,275.24,85,385.002,263,191,12.4,98,50,88,104,18,130,67,261.375,438.75,0,34.125,10.5,175.125,39.375,213,5.25,70.875,18.75,9.75,15.375,75.375,24,8.625,277.725,184.5,168.725,729.375,220.85,382.825,443.925,656.375,150.475,491.625,242.175,404.125,343.5,191.25,258.5,202.875,254.55,231.375,339.5,230.15,228.8,336.125,385.775,432.625,31.125,81.375,99,-13.875,1114.80828227,2397.79903844799,6604.33955681,6418.2586675,5176.21045926185,3970.36950880548,2224.37668981572,2186.85030874283,مديـن,,Debit,6951.27605005483,5771.16391521258,3341.89740772551,2808.23962242469,3283.35948585618,2947.99886609153,3618.90670932129,3622.80735816693,,مديـن,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contd… 3 Table 1: Balance of Payments,,,,,,,,,,,,,,,,,,,,,,,تابع 3 جدول 1: ميـزان المدفـوعــات,,Contd. 6 table 1: Balance of Payments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تابع 6 جدول 1: ميـزان المدفـوعــات,,Contd...6 Table 1: Balance of Payments,,,,,,,,,,تابع 6 جدول 1: ميـزان المدفـوعــات,,,,,,,,,,,,,,,,,,,,,
(Million ﷼),,,,,,,,,,,,,,,,,,,,,,,(مليون ﷼),,(Million ﷼),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(مليون ﷼),,(Million ﷼),,,,,,,,,,(مليون ﷼),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2005-12-01T00:00:00,2006-12-31T00:00:00,2007-12-31T00:00:00,2008-12-31T00:00:00,2009-12-31T00:00:00,2010-12-31T00:00:00,2011-12-31T00:00:00,2012-12-31T00:00:00,2013-12-31T00:00:00,2014-12-31T00:00:00,2015-12-31T00:00:00,2016-12-31T00:00:00,2017-12-31T00:00:00,2018-12-31T00:00:00,2019-12-31T00:00:00,2020-12-31T00:00:00,2021-12-31T00:00:00,2022-12-31T00:00:00,2023-12-31T00:00:00,2024-12-31T00:00:00,2025-12-31T00:00:00,,,,,Q1 2006,Q2 2006,Q3 2006,Q4 2006,Q1 2007,Q2 2007,Q3 2007,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023,Q4 2023,,,,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Q1 2025,Q2 2025,Q3 2025,Q4 2025,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,p,p,p,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,p,p,p,p,p,p,p,,,,p,p,p,p,p,p,p,e,,,,,,,,,,,,,,,,,,,,,,,
2 Capital Account,,,,,,,,-1017,-1257,-1233,-3983.2,-3365.2,-6931.299999999999,-8732.764,-6498.946999999999,-6917.1,-14407.5,-14691.025000000001,-24797.808037500003,-16533.9122375,-2333.85787381723,,2 :  الحساب الرأسمالي  ,,2 Capital Account,,,,,,,,,,,,,,,,,,,,,,,,,-113,-62,-521,-321,-112,-225,-340,-580,-135,-314,-354,-430,-1144.9,-1154.8,-746.3,-937.2,-851.9,-1141.8,-732.3,-639.2,-1539,-2095.7,-1603.5,-1693.1,-1318,-2215,-2264.882,-2934.882,-1606.365,-1215,-2017.882,-1659.7,-1069.4,-1314.6,-2100.2,-2432.9,-2113.725,-3445.95,-3169.65,-5678.175,-4104.725,-3245.95,-3669.65,-3670.7,-5385.894256912,-6471.42539958132,-6355.13346067765,-6585.35492032903,2 :  الحساب الرأسمالي  ,,2 Capital Account,-5162.9669875,-4200.236825,-3399.96115,-3770.747275,-713.49043515,-130.1925357425,-358.01817923,-1132.15672369473,,2 :  الحساب الرأسمالي  ,,,,,,,,,,,,,,,,,,,,,
Capital Transfer,,,,,,,,-1017,-1257,-1233,-3983.2,-3365.2,-6931.299999999999,-8732.764,-6498.946999999999,-6917.1,-14407.5,-14691.025000000001,-24797.808037500003,-16533.9122375,-2333.85787381723,,التحويلات الرأسمالية,,Capital Transfer,,,,,,,,,,,,,,,,,,,,,,,,,-113,-62,-521,-321,-112,-225,-340,-580,-135,-314,-354,-430,-1144.9,-1154.8,-746.3,-937.2,-851.9,-1141.8,-732.3,-639.2,-1539,-2095.7,-1603.5,-1693.1,-1318,-2215,-2264.882,-2934.882,-1606.365,-1215,-2017.882,-1659.7,-1069.4,-1314.6,-2100.2,-2432.9,-2113.725,-3445.95,-3169.65,-5678.175,-4104.725,-3245.95,-3669.65,-3670.7,-5385.894256912,-6471.42539958132,-6355.13346067765,-6585.35492032903,التحويلات الرأسمالية,,Capital Transfer,-5162.9669875,-4200.236825,-3399.96115,-3770.747275,-713.49043515,-130.1925357425,-358.01817923,-1132.15672369473,,التحويلات الرأسمالية,,,,,,,,,,,,,,,,,,,,,
Credit,,,,,,,,,,,,,,,,,,,,,,,دائــن,,Credit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,دائــن,,Credit,,,,,,,,,,دائــن,,,,,,,,,,,,,,,,,,,,,
Debit,,,,,,,,1017,1257,1233,3983.2,3365.2,6931.299999999999,8732.764,6498.946999999999,6917.1,14407.5,14691.025000000001,24797.808037500003,16533.9122375,2333.85787381723,,مديـن,,Debit,,,,,,,,,,,,,,,,,,,,,,,,,113,62,521,321,112,225,340,580,135,314,354,430,1144.9,1154.8,746.3,937.2,851.9,1141.8,732.3,639.2,1539,2095.7,1603.5,1693.1,1318,2215,2264.882,2934.882,1606.365,1215,2017.882,1659.7,1069.4,1314.6,2100.2,2432.9,2113.725,3445.95,3169.65,5678.175,4104.725,3245.95,3669.65,3670.7,5385.894256912,6471.42539958132,6355.13346067765,6585.35492032903,مديـن,,Debit,5162.9669875,4200.236825,3399.96115,3770.747275,713.49043515,130.1925357425,358.01817923,1132.15672369473,,مديـن,,,,,,,,,,,,,,,,,,,,,
3 Financial account,236169.53851332588,340194.022291632,359482.94582035625,510923.1453536862,-14168.267305935922,212670.7525178062,468432.0704452461,472785.24680895294,495098.1682880229,264332.65942261246,-257373.1620050302,-240482.1236719099,39604.10984340655,228187.5067820667,148287.6586626995,-90887.34445836362,115218.13320699963,482232.86436908273,33346.141701922585,-108716.82814370772,-179786.3509417978,,3 :  الحساب المالي  ,,3 Financial account,100934.26240887174,56593.70603282757,126625.00085964854,56041.05299028418,64034.60192869904,35851.32965898465,97915.60575771285,161681.40847495975,133054.4080419884,160897.25884518266,184361.99746533585,32609.48100117923,-58432.5844009091,-39466.36705411044,-26804.63881689507,110535.32296597867,49745.983773031745,60669.75021484011,27034.61530926328,75220.40322067104,130981.14080058286,126902.15822475411,135109.8143774721,75438.95704243703,129376.92183844795,140805.91591369562,95132.14410648898,107470.26495032042,120382.09850456295,124932.54676189399,119574.65577512508,130208.8672464409,94297.57174303499,102031.98731695741,54438.37392092457,13564.726441695486,-57017.37029816008,-25900.778461684007,-53354.55307022914,-121100.46017495697,-97031.43860391714,-58406.57288833376,-25539.26224774345,-59504.84993191559,10285.160810793546,-16236.026582609351,21823.80621051185,23731.169404710505,27461.95100088225,72840.8245341865,79268.09623772638,48616.635009271566,44300.83762119431,63489.95201235778,5490.942949535107,35005.9260796123,-19948.287824537198,-83308.21168964266,-3961.7516277302384,16330.906683546476,9503.51907212023,10586.86058752739,44414.461624518706,50713.291922833305,107802.80750067078,140414.76292086404,166107.51260985673,67907.78133769121,41801.21934828095,12828.21644131554,-20098.198531613387,-1185.0955560605234,3 :  الحساب المالي  ,,3 Financial account,26028.06007004866,-4713.654087152652,-62273.659237293854,-67757.5748893099,-37264.50028497041,-48231.812561939994,-35505.511566719324,-58784.52652816805,,3 :  الحساب المالي  ,,,,,,,,,,,,,,,,,,,,,
3.1 Direct investment ,-17757.46148667412,-22554.17770836796,-23663.05417964371,-7531.364882199039,6528.445194064101,-3645.171482193861,-4702.26455475391,-2375.6719410470296,5894.568288022909,14575.975922612452,5322.3159326699,-47598.282837335144,26847.7626031387,26667.023399991576,43026.18124403373,14211.219193249719,-13786.795917431804,-670.1344967861114,-20468.90732633045,23529.233467924176,-20989.423828384548,,1.3 الاستثمار المباشر,,3.1 Direct investment ,-7010.73759112826,-5480.89396717243,-5252.59914035145,-4809.94700971582,-5398.39807130096,-5549.6703410153505,-5290.39424228715,-7424.59152504025,-4542.28541376159,-3590.9754173173505,233.67655790067056,368.21939097922996,2132.45759909089,1795.13294588957,1196.23168310493,1404.62296597871,1375.62877303182,2023.66471484,-2830.81319073672,-4213.65177932896,-3881.52919941715,-4273.416775245891,2096.9918774721,1355.6895424370302,706.60933844795,3278.42216369562,1570.45660648898,-7931.160049679579,-435.9389954370399,1665.0342618939794,1535.8182751250702,3129.6547464408995,2671.3626977550102,2450.53234880739,4572.65048738586,4881.43038866419,1659.76754852987,-2493.6586913639003,3635.7554831308603,2520.4515923730696,-16693.49901090725,-5839.83410791367,-14062.57772140278,-11002.37199711144,20719.5139839298,9827.58205679777,22318.517190519142,-26017.850628108008,1411.9641702488898,4549.27873814005,-5979.579381360862,26685.359872963498,13302.26181973208,10909.71339169177,285.61844663627016,18528.58758597361,756.24503917181,-3819.27166571845,4228.99672554966,13045.2490942467,34118.85983923095,-46043.76133785574,-8359.663762950131,6497.76934414312,-26773.219354738503,27163.95052732888,-15656.09664883151,14595.23097945502,8244.471466585092,-883.2444420004904,-18541.85787991243,-9288.27647100262,1.3 الاستثمار المباشر,,3.1 Direct investment ,-3181.1767730279607,661.9313343801914,1361.049052533941,24687.429854038,-4028.928834783921,-13198.64108377483,25680.73906812032,-29442.59297794613,,1.3 الاستثمار المباشر,,,,,,,,,,,,,,,,,,,,,
