,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
القائمة الرئيسية   Main List,,,,,,,,,,,,,,,,,,,,,,,القطاع الخارجي       External Sector,,القائمة الرئيسية   Main List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,القطاع الخارجي       External Sector,,القائمة الرئيسية   Main List,,,,,,,,,,القطاع الخارجي       External Sector,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 2: Balance of Payments,,,,,,,,,,,,,,,,,,,,,,,جدول 2: ميـزان المدفـوعــات,,Contd. 4 Table 2: Balance of Payments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تابع 4 جدول 2: ميـزان المدفـوعــات,,Contd.4 Table 2: Balance of Payments,,,,,,,,,,تابع 4 جدول 2: ميـزان المدفـوعــات,,,,,,,,,,,,,,,,,,,,
(Million US$),,,,,,,,,,,,,,,,,,,,,,,(مليون US$),,(Million US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(مليون US$),,(Million US$),,,,,,,,,,(مليون US$),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2005-12-01T00:00:00,2006-12-31T00:00:00,2007-12-31T00:00:00,2008-12-31T00:00:00,2009-12-31T00:00:00,2010-12-31T00:00:00,2011-12-31T00:00:00,2012-12-31T00:00:00,2013-12-31T00:00:00,2014-12-31T00:00:00,2015-12-31T00:00:00,2016-12-31T00:00:00,2017-12-31T00:00:00,2018-12-31T00:00:00,2019-12-31T00:00:00,2020-12-31T00:00:00,2021-12-31T00:00:00,2022-12-31T00:00:00,2023-12-31T00:00:00,2024-01-01T00:00:00,2025-01-01T00:00:00,,,,,Q1 2006,Q2 2006,Q3 2006,Q4 2006,Q1 2007,Q2 2007,Q3 2007,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023,Q4 2023,,,,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Q1 2025,Q2 2025,Q3 2025,Q4 2025,,,,,,,,,,,,,,,,,,,,,,
Credit,,,,,,,,,,,,,,,568.5252030782427,377.07755413333336,531.0951466666667,748.0213333333334,835.2,1080.2555481093227,1332.6569904718,,دائــن,,Credit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.78044202628269,142.13516253964266,149.24248086801066,135.36711764430666,94.03667948886934,94.27194987416533,98.98591892461066,89.783005845688,132.44602744911467,132.77739418896533,139.41678721776,126.45493781082668,186.54370063255467,187.010414350656,196.36167213769068,178.105546212432,208.26666666666668,208.8,219.2,198.93333333333334,دائــن,,Credit,269.39673740465065,270.071277055536,283.5755127732507,257.21202087588534,312.363743579288,308.5411613333333,338.133324175584,373.6187613835947,,دائــن,,,,,,,,,,,,,,,,,,,,
Debit,,,,,,,,,,,,,,,948.0295117515333,875.131752226072,1137.8019596465144,2083.5386666666664,2421.866666666667,3169.7904,3383.937635034565,,مديـن,,Debit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.62909906180533,238.03194498851198,240.20282663769868,238.16564106351734,213.81821643293867,219.728722071864,221.73267599732532,219.852137723944,277.9956104285813,285.680150363696,288.2855897134107,285.8406091408267,509.06451564866404,523.1364162589706,527.9074869912321,523.4302477678,591.7333333333333,608,613.6,608.5333333333333,مديـن,,Debit,774.4656,795.8736,803.1312,796.3199999999999,803.6133333333333,954.5009563234827,802.6083941333333,823.2149512444159,,مديـن,,,,,,,,,,,,,,,,,,,,
1.A.b.10 Charges for the Use of Intellectual Property,,,,,,,,,,,,,,,-810.5176326912613,-684.6230476519227,-774.88456812272,-1171.653333333336,-1326.4,-1506.1095649348586,-1473.3661327111092,, 1.أ.ب.10 رسوم استخدام حقوق الملكية الفكرية,,1.A.b.10 Charges for the Use of Intellectual Property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-224.58163646320534,-167.51289588152,-179.78856507026666,-238.6345352762693,-188.42909755707734,-144.17152155063465,-152.13074658704267,-199.891681957168,-213.3019219612987,-163.11574411248802,-172.18148720661335,-226.28541484232,-324.9294396739227,-241.55355582798128,-259.83575354125867,-345.3345842901734,-399.46666666666664,-299.73333333333335,-202.66666666666666,-424.53333333333336, 1.أ.ب.10 رسوم استخدام حقوق الملكية الفكرية,,1.A.b.10 Charges for the Use of Intellectual Property,-417.4524026472053,-310.9948943691253,-334.0570993509973,-443.6051685675307,-387.806233388752,-401.5218404987734,-282.7731515104213,-401.26490731316267,, 1.أ.ب.10 رسوم استخدام حقوق الملكية الفكرية,,,,,,,,,,,,,,,,,,,,
Credit,,,,,,,,,,,,,,,89.07864476513333,39.056670902008,45.06436407282668,136.832,141.06666666666666,169.28079506514132,225.902022082536,,دائــن,,Credit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.214676825848002,25.726561495024,20.491749335978668,21.645657108282666,9.301608183018667,11.279851061954668,8.984639496165332,9.490572160869334,10.732380613648,13.014916612288001,10.366655835418667,10.950411011472,32.58745872356,39.51807834266666,31.476983653416003,33.249479280357335,33.6,40.8,32.53333333333333,34.13333333333333,دائــن,,Credit,40.31497735279467,48.88980563087467,38.94140064900267,41.134611432469335,53.559099944581334,53.08623949542667,56.655483489578664,62.601199152949334,,دائــن,,,,,,,,,,,,,,,,,,,,
Debit,,,,,,,,,,,,,,,899.5962774563947,723.6797185539307,819.9489321955467,1308.4853333333363,1467.4666666666667,1675.39036,1699.2681547936452,,مديـن,,Debit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.79631328905333,193.239457376544,200.28031440624534,260.280192384552,197.730705740096,155.45137261258932,161.115386083208,209.38225411803734,224.03430257494668,176.13066072477602,182.548143042032,237.235825853792,357.5168983974827,281.071634170648,291.3127371946747,378.5840635705307,433.06666666666666,340.53333333333336,235.2,458.6666666666667,مديـن,,Debit,457.76738,359.88469999999995,372.9985,484.73978,441.3653333333333,454.6080799942,339.428635,463.866106466112,,مديـن,,,,,,,,,,,,,,,,,,,,
1.A.b.11 Other services,4514.933333333333,6616.266666666666,1763,-9664.173333333334,-7326.373333333334,-8379.679999999998,-13518.181666666665,-6776.403333333334,-5445.475,-7872.35,-5435.953133333333,-6266.056418661334,-9418.753666666666,-10394.799066666666,-11784.6048575478,-9399.508479019423,-10348.24896794173,-15523.480000000003,-18496.8,-17034.758950051084,-15051.385837366945,, 1.أ.ب.11 خدمات أخرى ,,1.A.b.11 Other services,1447.7666666666667,1457.3666666666666,1731.1666666666667,1979.9666666666667,908.2666666666667,184.26666666666668,93.26666666666667,577.2,-1530.3733333333334,-2178.4,-3276.6533333333336,-2678.746666666667,-1413.7066666666665,-2146.32,-2189.92,-1576.4266666666665,-1386.1599999999999,-2459.733333333333,-2627.226666666667,-1906.56,-1862.5766666666666,-3738.731666666667,-4887.3533333333335,-3029.52,-2380.235,-1533.9016666666669,-1110.2,-1752.0666666666666,-1121.2666666666667,-1460.0799999999997,-1358.3966666666665,-1505.7316666666668,-1184.355,-1552.3799999999999,-3106.963333333333,-2028.6516666666669,-1006.3397333333334,-1459.6052666666667,-1199.6295333333335,-1770.3786,-1464.4974,-1353.6598000000001,-1634.3974186613334,-1813.5017999999998,-1618.9316,-3989.3179333333333,-1662.7419333333335,-2147.7622,-2604.2375333333334,-1640.5798666666667,-1811.7431333333334,-4338.238533333333,-1840.3283332352908,-2227.583281859653,-2688.7378064815357,-5027.95543597132,-3004.974757495763,-2529.1278116168987,-1506.37967895032,-2359.0262309564423,-2032.6939614106266,-1315.6118168776559,-2464.925806804795,-4535.017382848654,-1593.529064231088,-7817.541031531834,-1380.3967934538828,-4732.013110783198,-4474.933333333333,-4942.666666666667,-4105.6,-4973.6, 1.أ.ب.11 خدمات أخرى ,,1.A.b.11 Other services,-4122.101202425605,-4555.713900321449,-3772.2820118266263,-4584.661835477402,-4341.910998089934,-3500.4877507437786,-3236.828136233195,-3972.1589523000375,, 1.أ.ب.11 خدمات أخرى ,,,,,,,,,,,,,,,,,,,,
Credit,4536.8,6650.933333333333,7685.733333333334,34.186666666666675,56.34666666666667,68.85333333333332,71.25333333333333,89.49333333333334,89.06666666666666,91.49333333333334,16.21333333333333,20.8,20.266666666666666,22.666666666666668,499.0377309417493,246.47471969673066,320.35225354150134,1095.72,1691.4666666666667,1794.5565098289173,2475.008119594493,,دائــن,,Credit,1451.4666666666667,1461.8666666666666,1741.3333333333333,1996.2666666666667,1794.9333333333334,1676.5333333333333,2125.3333333333335,2088.9333333333334,12.106666666666666,8.133333333333333,5.6,8.346666666666668,13.413333333333332,15.306666666666667,11.28,16.346666666666668,17.413333333333334,16.08,17.946666666666665,17.413333333333334,17.946666666666665,17.146666666666665,18.48,17.68,19.040000000000003,21.44,23.84,25.173333333333336,26.240000000000002,29.09333333333333,16.826666666666668,16.906666666666666,23.066666666666666,21.09333333333333,29.89333333333333,17.44,3.2,4,4.373333333333333,4.64,5.866666666666666,4.8,5.066666666666666,5.066666666666666,3.2,5.333333333333333,6.133333333333334,5.6,4,4.533333333333333,6.666666666666667,7.466666666666667,178.03508239002934,176.686331765864,37.765017476672,106.551299309184,55.06161165456533,20.130051572637335,38.48392212416,132.799134345368,34.811887836333334,92.417273660744,101.94910009212,91.17399195230401,292.42316455696266,165.282658227848,394.13556962025336,243.878607594936,402.6666666666667,422.93333333333334,444,421.8666666666667,دائــن,,Credit,427.2876089549014,448.6531967802667,471.08532004688266,447.5303840468667,545.0463352434,615.1370079552879,624.6361357716986,690.1886406241067,,دائــن,,,,,,,,,,,,,,,,,,,,
Debit,21.866666666666667,34.666666666666664,5922.733333333334,9698.359999999999,7382.719999999999,8448.533333333333,13589.435,6865.896666666667,5534.541666666667,7963.843333333333,5452.166466666667,6286.856418661334,9439.020333333332,10417.465733333334,12283.642588489549,9645.983198716154,10668.601221483232,16619.2,20188.266666666666,18829.31545988,17526.393956961438,,مديـن,,Debit,3.7,4.5,10.166666666666666,16.3,886.6666666666666,1492.2666666666667,2032.0666666666666,1511.7333333333333,1542.48,2186.5333333333333,3282.2533333333336,2687.0933333333332,1427.12,2161.6266666666666,2201.2,1592.7733333333333,1403.5733333333333,2475.813333333333,2645.173333333333,1923.9733333333331,1880.5233333333333,3755.8783333333336,4905.833333333333,3047.2,2399.275,1555.3416666666667,1134.04,1777.24,1147.5066666666667,1489.1733333333332,1375.2233333333331,1522.6383333333333,1207.4216666666666,1573.4733333333331,3136.8566666666666,2046.0916666666667,1009.5397333333333,1463.6052666666667,1204.0028666666667,1775.0185999999999,1470.3640666666665,1358.4598,1639.464085328,1818.5684666666666,1622.1316,3994.6512666666667,1668.8752666666667,2153.3622,2608.2375333333334,1645.1132,1818.4098000000001,4345.7052,2018.3634156253202,2404.269613625517,2726.502823958208,5134.5067352805045,3060.036369150328,2549.2578631895362,1544.8636010744801,2491.8253653018105,2067.5058492469598,1408.0290905384,2566.8749068969146,4626.191374800957,1885.9522287880507,7982.823689759683,1774.5323630741361,4975.891718378133,4877.6,5365.6,4549.6,5395.466666666666,مديـن,,Debit,4549.388811380506,5004.3670971017145,4243.367331873509,5032.192219524269,4886.957333333334,4115.624758699067,3861.4642720048932,4662.347592924144,,مديـن,,,,,,,,,,,,,,,,,,,,
1.A.b.12 Government goods and services n.i.e.,-13195.733333333334,-19838.186700000002,-16509.703866666667,-25418.859733333335,-27631.503466666665,-25438.789333333334,-22689.890666666666,-23042.912,-24370.952,-37306.920000000006,-31679.428,-19506.60976666667,-23585.427626666667,-28238.47779205388,-22818.355358728037,-17116.287162620218,-10565.063676472002,-10809.928698512,-7344.584379809506,-5633.203222418857,-4110.688934291843,, 1.أ.ب.12 السلع والخدمات الحكومية غير مدرجة في موضع آخر,,1.A.b.12 Government goods and services n.i.e.,-2775.1169333333332,-3551.8192333333336,-6557.656333333333,-6953.5942000000005,-2496.8,-4201.3875333333335,-4424.140666666667,-5387.375666666666,-8169.656533333333,-6527.914666666667,-6316.084266666667,-4405.204266666667,-6200.622399999999,-8548.550933333334,-7390.743466666667,-5491.586666666667,-5019.944,-7520.84,-6113.784,-6784.221333333334,-3810.2613333333334,-5608.535999999999,-7605.290666666667,-5665.8026666666665,-5607.376,-6756.8,-5836.741333333333,-4841.9946666666665,-5079.973333333333,-6011.6613333333335,-6119.616,-7159.701333333333,-11965.333333333336,-4996.666666666667,-9865.733333333334,-10479.186666666666,-4912.772,-8640.688,-12091.773333333334,-6034.194666666666,-5471.021333333334,-5356.020999999999,-3093.7485,-5585.818933333333,-4878.322666666668,-6286.458666666667,-4553.1636266666665,-7867.482666666667,-7325.887000000001,-7755.686942886621,-5019.1948,-8137.709049167256,-7222.518666666667,-5397.207486666667,-5234.405333333333,-4964.223872061369,-3690.092048461459,-5796.232733334472,-3211.9675624250003,-4417.994818399286,-2382.1440000000002,-2852.362341333336,-2050.8635395386664,-3279.6937955999997,-2473.7355817946664,-4721.832514864,-1726.5795428053332,-1887.781059048,-2460.5333333333333,-1498.3238398248457,-2075.2,-1310.527206651328, 1.أ.ب.12 السلع والخدمات الحكومية غير مدرجة في موضع آخر,,1.A.b.12 Government goods and services n.i.e.,-2392.418028959139,-864.0441961103786,-1336.353781847328,-1040.3872155020106,-647.3855561687386,-1439.8602894900962,-1079.1117677494292,-944.3313208835787,, 1.أ.ب.12 السلع والخدمات الحكومية غير مدرجة في موضع آخر,,,,,,,,,,,,,,,,,,,,
Credit,230.66666666666666,228,243.86666666666667,241.33333333333334,321.3333333333333,337.3333333333333,372.26666666666665,475.2,536.2666666666667,554.6666666666666,666.4346666666667,686.1557333333333,684.632,677.7413333333334,713.5645333333334,610.6422036402934,601.6426666666666,1490.4214037333334,2193.026729883827,2378.900760478864,2487.0600900369095,,دائــن,,Credit,54.666666666666664,58.666666666666664,58.666666666666664,56,61.333333333333336,62.666666666666664,61.333333333333336,58.53333333333333,61.333333333333336,62.666666666666664,61.333333333333336,56,66.66666666666667,78.66666666666667,93.33333333333333,82.66666666666667,80,78.66666666666667,85.33333333333333,93.33333333333333,88,83.73333333333333,96,104.53333333333333,101.86666666666666,112,133.33333333333334,128,130.93333333333334,133.6,133.33333333333334,138.4,139.2,138.66666666666666,133.86666666666667,142.93333333333334,161.608,158.92000000000002,188.94133333333332,156.96533333333335,181.928,177.61599999999999,162.39466666666667,164.21706666666665,153.86933333333334,182.67466666666667,169.87466666666666,178.2133333333333,167.26133333333334,179.72266666666667,161.24533333333332,169.512,166.53066666666666,171.9512,202.37066666666666,172.712,154.264,149.19733333333335,152.66400000000002,154.51687030696,151.304,142.77066666666667,151.78400000000002,155.78400000000002,282.98400000000004,334.4774416,378.40717333333333,494.5527888,596.8,570.806373932488,436.53333333333336,588.8870226180054,دائــن,,Credit,705.651286726192,538.739140484288,484.6884265313386,649.8219067370453,750.0385026666667,432.4751318096426,546.7050527177893,757.8414028428107,,دائــن,,,,,,,,,,,,,,,,,,,,
Debit,13426.4,20066.186700000002,16753.570533333335,25660.193066666667,27952.836799999997,25776.12266666667,23062.157333333333,23518.112,24907.218666666668,37861.58666666667,32345.86266666667,20192.765499999998,24270.059626666665,28916.219125387208,23531.91989206137,17726.929366260512,11166.70634313867,12300.350102245333,9537.611109693333,8012.103982897721,6597.749024328752,,مديـن,,Debit,2829.7836,3610.4859,6616.323,7009.5942000000005,2558.133333333333,4264.0542000000005,4485.474,5445.909,8230.989866666667,6590.5813333333335,6377.4176,4461.204266666667,6267.289066666666,8627.2176,7484.0768,5574.253333333333,5099.944,7599.506666666667,6199.117333333333,6877.554666666667,3898.2613333333334,5692.269333333333,7701.290666666667,5770.335999999999,5709.242666666667,6868.8,5970.074666666666,4969.9946666666665,5210.906666666667,6145.261333333333,6252.949333333334,7298.101333333334,12104.533333333335,5135.333333333333,9999.6,10622.119999999999,5074.38,8799.608,12280.714666666667,6191.16,5652.949333333334,5533.637,3256.1431666666667,5750.035999999999,5032.192,6469.133333333333,4723.038293333333,8045.696,7493.1483333333335,7935.409609553288,5180.4401333333335,8307.221049167256,7389.049333333333,5569.158686666667,5436.776,5136.935872061368,3844.3560484614586,5945.4300666678055,3364.631562425,4572.511688706246,2533.448,2995.133008000003,2202.6475395386665,3435.4777956000003,2756.7195817946663,5056.309956464,2104.9867161386665,2382.333847848,3057.3333333333335,2069.1302137573334,2511.733333333333,1899.4142292693332,مديـن,,Debit,3098.069315685331,1402.7833365946667,1821.0422083786666,1690.209122239056,1397.4240588354053,1872.3354212997388,1625.8168204672186,1702.1727237263892,,مديـن,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contd2 Table 2: Balance of Payments,,,,,,,,,,,,,,,,,,,,,,,تابع 2 جدول 2: ميـزان المدفـوعــات,,Contd. 5 Table 2: Balance of Payments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تابع 5 جدول 2: ميـزان المدفـوعــات,,Contd.5 Table 2: Balance of Payments,,,,,,,,,,تابع 5 جدول 2: ميـزان المدفـوعــات,,,,,,,,,,,,,,,,,,,,
(Million US$),,,,,,,,,,,,,,,,,,,,,,,(مليون US$),,(Million US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(مليون US$),,(Million US$),,,,,,,,,,(مليون US$),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2005-12-01T00:00:00,2006-12-31T00:00:00,2007-12-31T00:00:00,2008-12-31T00:00:00,2009-12-31T00:00:00,2010-12-31T00:00:00,2011-12-31T00:00:00,2012-12-31T00:00:00,2013-12-31T00:00:00,2014-12-31T00:00:00,2015-12-31T00:00:00,2016-12-31T00:00:00,2017-12-31T00:00:00,2018-12-31T00:00:00,2019-12-31T00:00:00,2020-12-31T00:00:00,2021-12-31T00:00:00,2022-12-31T00:00:00,2023-12-31T00:00:00,2024-01-01T00:00:00,2025-01-01T00:00:00,,,,,Q1 2006,Q2 2006,Q3 2006,Q4 2006,Q1 2007,Q2 2007,Q3 2007,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023,Q4 2023,,,,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Q1 2025,Q2 2025,Q3 2025,Q4 2025,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,p,p,p,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,p,p,p,p,p,p,p,,,,p,p,p,p,p,p,p,e,,,,,,,,,,,,,,,,,,,,,,
1.B Primary income,2819.3599999999997,7989.534267289049,12465.557197741458,16586.114619842945,16018.113981397335,14707.744400198375,16128.68786341769,19888.938494086924,21187.350224458856,23027.579414262964,21363.48786039447,15352.86141504243,11882.322495557553,8174.475065929927,8154.62249774365,11215.351311331528,11710.900605117933,8601.183286963602,7711.174779233927,8709.52376816052,10663.593638831157,,1.ب الدخـــــل الأولي,,1.B Primary income,1452.1612000897653,2044.9822149318074,2541.9310120553755,1950.4598402121007,2394.2512653952613,3426.769042071672,3741.9464534805784,2902.5904367939465,3557.8445341318775,4869.633505313356,4285.3397247606745,3873.2968556370342,4218.962782354733,4263.871308859824,4310.4033642993645,3224.8765258834133,3551.739499024445,4031.270029564365,3877.0193567367546,3247.7155148728107,3296.9516854553067,4703.423675509651,4429.2035764325565,3699.108926020176,3931.2327888937334,5690.524986747045,5355.823777664117,4911.356940782031,4133.286560029253,6174.306690770495,6058.298381824445,4821.458591834661,5006.23723839516,6656.410473737936,6315.7151348092,5049.21656732067,4297.410861661021,5785.461049578471,6480.13143898011,4800.484510174869,3044.599023569307,4627.863674392496,4471.7690718831755,3208.6296451974504,2733.9268982514245,3093.496806483216,3204.2956822505203,2850.6031085723944,1767.6332609770775,2902.7267676957363,1973.0378984435606,1531.077138813552,2394.7188718843336,3398.29656386961,658.8124882931118,1702.7945736965946,-1926.811284282712,-18.85630809519207,5654.31955629731,7506.699347412123,2708.4245906092856,2797.2837000195655,3477.302045144115,2727.8902693449686,2685.140590706242,1725.4431242458668,4863.330055286423,-672.7304832749302,2221.296219389414,3191.705576881198,1795.444835296051,502.7281476672642,1.ب الدخـــــل الأولي,,1.B Primary income,2911.828432577314,802.6444937617363,1982.9440670676297,3012.1067747538405,2241.9149792436024,3532.0740196358674,2018.5156854296151,2871.0889545220707,,1.ب الدخـــــل الأولي,,,,,,,,,,,,,,,,,,,,
